dd/mm/yyyy hh/mm/ss (x, y)
24/09/2024 11:44:03 (0.0 0.0)
24/09/2024 11:44:04 (0.0 0.0)
24/09/2024 11:44:04 (0.0 0.0)
24/09/2024 11:44:04 (0.0 0.0)
24/09/2024 11:44:04 (0.0 0.0)
24/09/2024 11:44:04 (0.0 0.0)
24/09/2024 11:44:04 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:05 (0.0 0.0)
24/09/2024 11:44:06 (0.0 0.0)
24/09/2024 11:44:06 (0.0 0.0)
24/09/2024 11:44:06 (0.0 0.0)
24/09/2024 11:44:06 (0.0 0.0)
24/09/2024 11:44:06 (0.0 0.0)
24/09/2024 11:44:07 (0.0 0.0)
24/09/2024 11:44:07 (0.0 0.0)
24/09/2024 11:44:07 (0.0 0.0)
24/09/2024 11:44:07 (0.0 0.0)
24/09/2024 11:44:07 (0.0 0.0)
24/09/2024 11:44:07 (0.0 0.0)
24/09/2024 11:44:07 (0.0 0.0)
24/09/2024 11:44:07 (0.0 0.0)
24/09/2024 11:44:08 (0.0 0.0)
24/09/2024 11:44:08 (0.0 0.0)
24/09/2024 11:44:08 (0.0 0.0)
24/09/2024 11:44:08 (0.0 0.0)
24/09/2024 11:44:08 (0.0 0.0)
24/09/2024 11:44:08 (0.0 0.0)
24/09/2024 11:44:08 (0.0 0.0)
24/09/2024 11:44:08 (0.0 0.0)
24/09/2024 11:44:11 (0.0 0.0)
24/09/2024 11:44:11 (0.0 0.0)
24/09/2024 11:44:11 (0.0 0.0)
24/09/2024 11:44:11 (0.0 0.0)
24/09/2024 11:44:11 (0.0 0.0)
24/09/2024 11:44:12 (0.0 0.0)
24/09/2024 11:44:12 (0.0 0.0)
24/09/2024 11:44:12 (0.0 0.0)
24/09/2024 11:44:12 (0.0 0.0)
24/09/2024 11:44:12 (0.0 0.0)
24/09/2024 11:44:12 (0.0 0.0)
24/09/2024 11:44:12 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:13 (0.0 0.0)
24/09/2024 11:44:14 (0.0 0.0)
24/09/2024 11:44:14 (0.0 0.0)
24/09/2024 11:44:14 (0.0 0.0)
24/09/2024 11:44:14 (0.0 0.0)
24/09/2024 11:44:14 (0.0 0.0)
24/09/2024 11:44:14 (0.0 0.0)
24/09/2024 11:44:14 (0.0 0.0)
24/09/2024 11:44:14 (0.0 0.0)
24/09/2024 11:44:15 (0.0 0.0)
24/09/2024 11:44:15 (0.0 0.0)
24/09/2024 11:44:15 (0.0 0.0)
24/09/2024 11:44:15 (0.0 0.0)
24/09/2024 11:44:15 (0.0 0.0)
24/09/2024 11:44:15 (0.0 0.0)
24/09/2024 11:44:16 (0.0 0.0)
24/09/2024 11:44:16 (0.0 0.0)
24/09/2024 11:44:16 (0.0 0.0)
24/09/2024 11:44:16 (0.0 0.0)
24/09/2024 11:44:16 (0.0 0.0)
24/09/2024 11:44:16 (0.0 0.0)
24/09/2024 11:44:16 (0.0 0.0)
24/09/2024 11:44:17 (0.0 0.0)
24/09/2024 11:44:17 (0.0 0.0)
24/09/2024 11:44:17 (0.0 0.0)
24/09/2024 11:44:17 (0.0 0.0)
24/09/2024 11:44:17 (0.0 0.0)
24/09/2024 11:44:17 (0.0 0.0)
24/09/2024 11:44:17 (0.0 0.0)
24/09/2024 11:44:17 (0.0 0.0)
24/09/2024 11:44:18 (0.0 0.0)
24/09/2024 11:44:18 (0.0 0.0)
24/09/2024 11:44:18 (0.0 0.0)
24/09/2024 11:44:18 (0.0 0.0)
24/09/2024 11:44:18 (0.0 0.0)
24/09/2024 11:44:18 (0.0 0.0)
24/09/2024 11:44:19 (0.0 0.0)
24/09/2024 11:44:19 (0.0 0.0)
24/09/2024 11:44:19 (0.0 0.0)
24/09/2024 11:44:30 (0.0 0.0)
24/09/2024 11:44:30 (0.0 0.0)
24/09/2024 11:44:31 (0.0 0.0)
24/09/2024 11:44:31 (0.0 0.0)
24/09/2024 11:44:31 (0.0 0.0)
24/09/2024 11:44:31 (0.0 0.0)
24/09/2024 11:44:45 (0.0 0.0)
24/09/2024 11:44:45 (0.0 0.0)
24/09/2024 11:44:45 (0.0 0.0)
24/09/2024 11:44:45 (0.0 0.0)
24/09/2024 11:44:45 (0.0 0.0)
24/09/2024 11:44:45 (0.0 0.0)
24/09/2024 11:44:46 (0.0 0.0)
24/09/2024 11:44:46 (0.0 0.0)
24/09/2024 11:44:46 (0.0 0.0)
24/09/2024 11:44:46 (0.0 0.0)
24/09/2024 11:44:46 (0.0 0.0)
24/09/2024 11:44:46 (0.0 0.0)
24/09/2024 11:44:47 (0.0 0.0)
24/09/2024 11:44:47 (0.0 0.0)
24/09/2024 11:44:47 (0.0 0.0)
24/09/2024 11:44:47 (0.0 0.0)
24/09/2024 11:44:47 (0.0 0.0)
24/09/2024 11:44:48 (0.0 0.0)
24/09/2024 11:44:48 (0.0 0.0)
24/09/2024 11:44:48 (0.0 0.0)
24/09/2024 11:44:48 (0.0 0.0)
24/09/2024 11:44:48 (0.0 0.0)
24/09/2024 11:44:48 (0.0 0.0)
24/09/2024 11:44:48 (0.0 0.0)
24/09/2024 11:44:49 (0.0 0.0)
24/09/2024 11:44:49 (0.0 0.0)
24/09/2024 11:44:49 (0.0 0.0)
24/09/2024 11:44:49 (0.0 0.0)
24/09/2024 11:44:49 (0.0 0.0)
24/09/2024 11:44:51 (0.0 0.0)
24/09/2024 11:44:51 (0.0 0.0)
24/09/2024 11:44:51 (0.0 0.0)
24/09/2024 11:44:51 (0.0 0.0)
24/09/2024 11:44:51 (0.0 0.0)
24/09/2024 11:44:51 (0.0 0.0)
24/09/2024 11:44:51 (0.0 0.0)
24/09/2024 11:44:51 (0.0 0.0)
24/09/2024 11:44:52 (0.0 0.0)
24/09/2024 11:44:52 (0.0 0.0)
24/09/2024 11:44:52 (0.0 0.0)
24/09/2024 11:44:52 (0.0 0.0)
24/09/2024 11:44:52 (0.0 0.0)
24/09/2024 11:44:52 (0.0 0.0)
24/09/2024 11:44:53 (0.0 0.0)
24/09/2024 11:44:53 (0.0 0.0)
24/09/2024 11:44:53 (0.0 0.0)
24/09/2024 11:44:53 (0.0 0.0)
24/09/2024 11:44:53 (0.0 0.0)
24/09/2024 11:44:53 (0.0 0.0)
24/09/2024 11:44:53 (0.0 0.0)
24/09/2024 11:44:55 (0.0 0.0)
24/09/2024 11:44:55 (0.0 0.0)
24/09/2024 11:44:56 (0.0 0.0)
24/09/2024 11:46:44 (0.0 0.0)
24/09/2024 11:46:44 (0.0 0.0)
24/09/2024 11:46:45 (0.0 0.0)
24/09/2024 11:46:45 (0.0 0.0)
24/09/2024 11:46:45 (0.0 0.0)
24/09/2024 11:46:45 (0.0 0.0)
24/09/2024 11:46:46 (0.0 0.0)
24/09/2024 11:46:46 (0.0 0.0)
24/09/2024 11:46:46 (0.0 0.0)
24/09/2024 11:46:46 (0.0 0.0)
24/09/2024 11:46:46 (0.0 0.0)
24/09/2024 11:46:46 (0.0 0.0)
24/09/2024 11:46:47 (0.0 0.0)
24/09/2024 11:46:47 (0.0 0.0)
24/09/2024 11:47:46 (0.0 0.0)
24/09/2024 11:47:46 (0.0 0.0)
24/09/2024 11:47:47 (0.0 0.0)
24/09/2024 11:47:55 (0.0 0.0)
24/09/2024 11:47:55 (0.0 0.0)
24/09/2024 11:47:55 (0.0 0.0)
24/09/2024 11:47:56 (0.0 0.0)
24/09/2024 11:48:00 (0.0 0.0)
24/09/2024 11:48:00 (0.0 0.0)
24/09/2024 11:48:00 (0.0 0.0)
24/09/2024 11:48:01 (0.0 0.0)
24/09/2024 11:48:01 (0.0 0.0)
24/09/2024 11:48:01 (0.0 0.0)
24/09/2024 11:48:02 (0.0 0.0)
24/09/2024 11:48:02 (0.0 0.0)
24/09/2024 11:48:02 (0.0 0.0)
24/09/2024 11:48:03 (0.0 0.0)
24/09/2024 11:48:03 (0.0 0.0)
24/09/2024 11:48:03 (0.0 0.0)
24/09/2024 11:48:06 (0.0 0.0)
24/09/2024 11:48:06 (0.0 0.0)
24/09/2024 11:48:34 (0.0 0.0)
24/09/2024 11:48:34 (0.0 0.0)
24/09/2024 11:51:00 (0.0 0.0)
24/09/2024 11:51:00 (0.0 0.0)
24/09/2024 11:51:00 (0.0 0.0)
24/09/2024 11:51:02 (0.0 0.0)
24/09/2024 11:51:02 (0.0 0.0)
24/09/2024 11:51:13 (0.0 0.0)
24/09/2024 11:51:13 (0.0 0.0)
24/09/2024 11:51:13 (0.0 0.0)
24/09/2024 11:51:20 (0.1 -0.01)
24/09/2024 11:51:20 (0.1 -0.01)
24/09/2024 11:51:20 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:47 (0.1 -0.01)
24/09/2024 11:51:48 (0.1 -0.01)
24/09/2024 11:51:48 (0.1 -0.01)
24/09/2024 11:51:48 (0.1 -0.01)
24/09/2024 11:51:48 (0.1 -0.01)
24/09/2024 11:51:48 (0.1 -0.01)
24/09/2024 11:51:48 (0.1 -0.01)
24/09/2024 11:51:56 (0.1 -0.01)
24/09/2024 11:51:56 (0.1 -0.01)
24/09/2024 11:51:59 (0.1 -0.01)
24/09/2024 11:51:59 (0.1 -0.01)
24/09/2024 11:51:59 (0.1 -0.01)
24/09/2024 11:51:59 (0.1 -0.01)
24/09/2024 11:52:00 (0.1 -0.01)
24/09/2024 11:52:00 (0.1 -0.01)
24/09/2024 11:52:00 (0.1 -0.01)
24/09/2024 11:52:13 (0.1 -0.01)
24/09/2024 11:52:14 (0.1 -0.01)
24/09/2024 11:52:14 (0.1 -0.01)
24/09/2024 11:52:14 (0.1 -0.01)
24/09/2024 11:52:14 (0.1 -0.01)
24/09/2024 11:52:14 (0.1 -0.01)
24/09/2024 11:52:14 (0.1 -0.01)
24/09/2024 11:52:15 (0.1 -0.01)
24/09/2024 11:52:15 (0.1 -0.01)
24/09/2024 11:52:15 (0.1 -0.01)
24/09/2024 11:52:15 (0.1 -0.01)
24/09/2024 11:52:15 (0.1 -0.01)
24/09/2024 11:52:15 (0.1 -0.01)
24/09/2024 11:52:15 (0.1 -0.01)
24/09/2024 11:52:15 (0.1 -0.01)
24/09/2024 11:52:17 (0.1 -0.01)
24/09/2024 11:52:17 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:22 (0.1 -0.01)
24/09/2024 11:52:23 (0.1 -0.01)
24/09/2024 11:52:23 (0.1 -0.01)
24/09/2024 11:52:23 (0.1 -0.01)
24/09/2024 11:52:23 (0.1 -0.01)
24/09/2024 11:52:23 (0.1 -0.01)
24/09/2024 11:52:23 (0.1 -0.01)
24/09/2024 11:52:23 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:24 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:25 (0.1 -0.01)
24/09/2024 11:52:26 (0.1 -0.01)
24/09/2024 11:52:26 (0.1 -0.01)
24/09/2024 11:52:26 (0.1 -0.01)
24/09/2024 11:52:26 (0.1 -0.01)
24/09/2024 11:52:26 (0.1 -0.01)
24/09/2024 11:52:31 (0.1 -0.01)
24/09/2024 11:52:31 (0.1 -0.01)
24/09/2024 11:52:31 (0.1 -0.01)
24/09/2024 11:52:31 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:35 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:36 (0.1 -0.01)
24/09/2024 11:52:37 (0.1 -0.01)
24/09/2024 11:52:37 (0.1 -0.01)
24/09/2024 11:52:37 (0.1 -0.01)
24/09/2024 11:52:37 (0.1 -0.01)
24/09/2024 11:52:37 (0.1 -0.01)
24/09/2024 11:52:37 (0.1 -0.01)
24/09/2024 11:52:37 (0.1 -0.01)
24/09/2024 11:52:37 (0.1 -0.01)
24/09/2024 11:52:38 (0.1 -0.01)
24/09/2024 11:52:38 (0.1 -0.01)
24/09/2024 11:52:38 (0.1 -0.01)
24/09/2024 11:52:38 (0.1 -0.01)
24/09/2024 11:52:38 (0.1 -0.01)
24/09/2024 11:52:38 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:39 (0.1 -0.01)
24/09/2024 11:52:40 (0.1 -0.01)
24/09/2024 11:52:40 (0.1 -0.01)
24/09/2024 11:52:40 (0.1 -0.01)
24/09/2024 11:52:40 (0.1 -0.01)
24/09/2024 11:52:40 (0.1 -0.01)
24/09/2024 11:52:40 (0.1 -0.01)
24/09/2024 11:52:40 (0.1 -0.01)
24/09/2024 11:52:40 (0.1 -0.01)
24/09/2024 11:53:04 (0.1 -0.01)
24/09/2024 11:53:04 (0.1 -0.01)
24/09/2024 11:53:04 (0.1 -0.01)
24/09/2024 11:53:04 (0.1 -0.01)
24/09/2024 11:53:04 (0.1 -0.01)
24/09/2024 11:53:04 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:05 (0.1 -0.01)
24/09/2024 11:53:06 (0.1 -0.01)
24/09/2024 11:53:06 (0.1 -0.01)
24/09/2024 11:53:06 (0.1 -0.01)
24/09/2024 11:53:06 (0.1 -0.01)
24/09/2024 11:53:06 (0.1 -0.01)
24/09/2024 11:53:06 (0.1 -0.01)
24/09/2024 11:53:06 (0.1 -0.01)
24/09/2024 11:53:07 (0.1 -0.01)
24/09/2024 11:53:07 (0.1 -0.01)
24/09/2024 11:53:07 (0.1 -0.01)
24/09/2024 11:53:07 (0.1 -0.01)
24/09/2024 11:53:07 (0.1 -0.01)
24/09/2024 11:53:07 (0.1 -0.01)
24/09/2024 11:53:08 (0.1 -0.01)
24/09/2024 11:53:09 (0.1 -0.01)
24/09/2024 11:53:09 (0.1 -0.01)
24/09/2024 11:53:09 (0.1 -0.01)
24/09/2024 11:53:09 (0.1 -0.01)
24/09/2024 11:53:09 (0.1 -0.01)
24/09/2024 11:53:09 (0.1 -0.01)
24/09/2024 11:53:09 (0.1 -0.01)
24/09/2024 11:53:10 (0.1 -0.01)
24/09/2024 11:53:10 (0.1 -0.01)
24/09/2024 11:53:12 (0.1 -0.01)
24/09/2024 11:53:12 (0.1 -0.01)
24/09/2024 11:53:14 (0.1 -0.01)
24/09/2024 11:53:14 (0.1 -0.01)
24/09/2024 11:53:14 (0.1 -0.01)
24/09/2024 11:53:14 (0.1 -0.01)
24/09/2024 11:53:14 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:15 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:16 (0.1 -0.01)
24/09/2024 11:53:17 (0.1 -0.01)
24/09/2024 11:53:17 (0.1 -0.01)
24/09/2024 11:53:17 (0.1 -0.01)
24/09/2024 11:53:17 (0.1 -0.01)
24/09/2024 11:53:17 (0.1 -0.01)
24/09/2024 11:53:17 (0.1 -0.01)
24/09/2024 11:53:17 (0.1 -0.01)
24/09/2024 11:53:18 (0.1 -0.01)
24/09/2024 11:53:18 (0.1 -0.01)
24/09/2024 11:53:18 (0.1 -0.01)
24/09/2024 11:53:18 (0.1 -0.01)
24/09/2024 11:53:18 (0.1 -0.01)
24/09/2024 11:53:18 (0.1 -0.01)
24/09/2024 11:53:18 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:19 (0.1 -0.01)
24/09/2024 11:53:20 (0.1 -0.01)
24/09/2024 11:53:20 (0.1 -0.01)
24/09/2024 11:53:20 (0.1 -0.01)
24/09/2024 11:53:20 (0.1 -0.01)
24/09/2024 11:53:20 (0.1 -0.01)
24/09/2024 11:53:21 (0.1 -0.01)
24/09/2024 11:53:21 (0.1 -0.01)
24/09/2024 11:53:21 (0.1 -0.01)
24/09/2024 11:53:21 (0.1 -0.01)
24/09/2024 11:53:21 (0.1 -0.01)
24/09/2024 11:53:21 (0.1 -0.01)
24/09/2024 11:53:21 (0.1 -0.01)
24/09/2024 11:53:22 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:27 (0.1 -0.01)
24/09/2024 11:53:28 (0.1 -0.01)
24/09/2024 11:53:28 (0.1 -0.01)
24/09/2024 11:53:29 (0.1 -0.01)
24/09/2024 11:53:29 (0.1 -0.01)
24/09/2024 11:53:29 (0.1 -0.01)
24/09/2024 11:53:39 (0.1 -0.01)
24/09/2024 11:53:39 (0.1 -0.01)
24/09/2024 11:53:39 (0.1 -0.01)
24/09/2024 11:53:39 (0.1 -0.01)
24/09/2024 11:53:39 (0.1 -0.01)
24/09/2024 11:53:39 (0.1 -0.01)
24/09/2024 11:53:39 (0.1 -0.01)
24/09/2024 11:53:40 (0.1 -0.01)
24/09/2024 11:53:40 (0.1 -0.01)
24/09/2024 11:53:40 (0.1 -0.01)
24/09/2024 11:53:40 (0.1 -0.01)
24/09/2024 11:53:40 (0.1 -0.01)
24/09/2024 11:53:40 (0.1 -0.01)
24/09/2024 11:53:40 (0.1 -0.01)
24/09/2024 11:53:40 (0.1 -0.01)
24/09/2024 11:53:41 (0.1 -0.01)
24/09/2024 11:53:41 (0.1 -0.01)
24/09/2024 11:53:41 (0.1 -0.01)
24/09/2024 11:53:41 (0.1 -0.01)
24/09/2024 11:53:41 (0.1 -0.01)
24/09/2024 11:53:41 (0.1 -0.01)
24/09/2024 11:53:41 (0.1 -0.01)
24/09/2024 11:53:41 (0.1 -0.01)
24/09/2024 11:53:42 (0.1 -0.01)
24/09/2024 11:53:42 (0.1 -0.01)
24/09/2024 11:53:42 (0.1 -0.01)
24/09/2024 11:53:42 (0.1 -0.01)
24/09/2024 11:53:42 (0.1 -0.01)
24/09/2024 11:53:42 (0.1 -0.01)
24/09/2024 11:53:42 (0.1 -0.01)
24/09/2024 11:53:42 (0.1 -0.01)
24/09/2024 11:53:43 (0.1 -0.01)
24/09/2024 11:53:43 (0.1 -0.01)
24/09/2024 11:53:43 (0.1 -0.01)
24/09/2024 11:53:43 (0.1 -0.01)
24/09/2024 11:53:43 (0.1 -0.01)
24/09/2024 11:53:43 (0.1 -0.01)
24/09/2024 11:53:44 (0.1 -0.01)
24/09/2024 11:53:44 (0.1 -0.01)
24/09/2024 11:53:44 (0.1 -0.01)
24/09/2024 11:53:44 (0.1 -0.01)
24/09/2024 11:53:44 (0.1 -0.01)
24/09/2024 11:53:44 (0.1 -0.01)
24/09/2024 11:53:44 (0.1 -0.01)
24/09/2024 11:53:45 (0.1 -0.01)
24/09/2024 11:53:45 (0.1 -0.01)
24/09/2024 11:53:45 (0.1 -0.01)
24/09/2024 11:53:45 (0.1 -0.01)
24/09/2024 11:53:45 (0.1 -0.01)
24/09/2024 11:53:45 (0.1 -0.01)
24/09/2024 11:53:45 (0.1 -0.01)
24/09/2024 11:53:45 (0.1 -0.01)
24/09/2024 11:53:46 (0.1 -0.01)
24/09/2024 11:53:46 (0.1 -0.01)
24/09/2024 11:53:46 (0.1 -0.01)
24/09/2024 11:53:46 (0.1 -0.01)
24/09/2024 11:53:46 (0.1 -0.01)
24/09/2024 11:53:46 (0.1 -0.01)
24/09/2024 11:53:46 (0.1 -0.01)
24/09/2024 11:53:47 (0.1 -0.01)
24/09/2024 11:53:47 (0.1 -0.01)
24/09/2024 11:53:47 (0.1 -0.01)
24/09/2024 11:53:47 (0.1 -0.01)
24/09/2024 11:53:47 (0.1 -0.01)
24/09/2024 11:53:47 (0.1 -0.01)
24/09/2024 11:53:47 (0.1 -0.01)
24/09/2024 11:53:47 (0.1 -0.01)
24/09/2024 11:53:48 (0.1 -0.01)
24/09/2024 11:53:48 (0.1 -0.01)
24/09/2024 11:53:48 (0.1 -0.01)
24/09/2024 11:53:48 (0.1 -0.01)
24/09/2024 11:53:48 (0.1 -0.01)
24/09/2024 11:53:48 (0.1 -0.01)
24/09/2024 11:53:48 (0.1 -0.01)
24/09/2024 11:53:49 (0.1 -0.01)
24/09/2024 11:53:49 (0.1 -0.01)
24/09/2024 11:53:49 (0.1 -0.01)
24/09/2024 11:53:49 (0.1 -0.01)
24/09/2024 11:53:49 (0.1 -0.01)
24/09/2024 11:53:49 (0.1 -0.01)
24/09/2024 11:53:49 (0.1 -0.01)
24/09/2024 11:53:49 (0.1 -0.01)
24/09/2024 11:53:50 (0.1 -0.01)
24/09/2024 11:53:50 (0.1 -0.01)
24/09/2024 11:53:50 (0.1 -0.01)
24/09/2024 11:53:50 (0.1 -0.01)
24/09/2024 11:53:50 (0.1 -0.01)
24/09/2024 11:53:50 (0.1 -0.01)
24/09/2024 11:53:50 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:51 (0.1 -0.01)
24/09/2024 11:53:52 (0.1 -0.01)
24/09/2024 11:53:52 (0.1 -0.01)
24/09/2024 11:53:52 (0.1 -0.01)
24/09/2024 11:53:52 (0.1 -0.01)
24/09/2024 11:53:52 (0.1 -0.01)
24/09/2024 11:53:52 (0.1 -0.01)
24/09/2024 11:53:52 (0.1 -0.01)
24/09/2024 11:53:52 (0.1 -0.01)
24/09/2024 11:53:53 (0.1 -0.01)
24/09/2024 11:53:53 (0.1 -0.01)
24/09/2024 11:53:53 (0.1 -0.01)
24/09/2024 11:53:53 (0.1 -0.01)
24/09/2024 11:53:54 (0.1 -0.01)
24/09/2024 11:53:54 (0.1 -0.01)
24/09/2024 11:53:54 (0.1 -0.01)
24/09/2024 11:53:55 (0.1 -0.01)
24/09/2024 11:53:55 (0.1 -0.01)
24/09/2024 11:53:55 (0.1 -0.01)
24/09/2024 11:53:55 (0.1 -0.01)
24/09/2024 11:53:55 (0.1 -0.01)
24/09/2024 11:53:58 (0.1 -0.01)
24/09/2024 11:53:58 (0.1 -0.01)
24/09/2024 11:53:59 (0.1 -0.01)
24/09/2024 11:53:59 (0.1 -0.01)
24/09/2024 11:53:59 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:00 (0.1 -0.01)
24/09/2024 11:54:01 (0.1 -0.01)
